Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus,Kural,Kural_Adi,Kural_Listesi,Kural_Sayisi,KaynakReiter
BORSK,2025-12-16,6.7,50,4,0,0,6.38,5.88,0.33,0.24,1,72.52,43.27,57197322.0,4.84,5.76,6.68,31.91,1,64.89,0.0,100,0,0,0,1,0,ImpulseUp,5,Başlangıç,2025-11-21 00:00,4.98,ImpulseUp,5,Başlangıç,2025-12-08 12:00,5.72,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 12:30,42,-,0,AL,50,2025-12-09 09:30,50.0,-,0,AL,50,2025-12-09 08:00,16.0,-,0,AL,50,2025-07-18 00:00,106.0,0,1,0,0,0,6.23,7.17,8.41,29.96,88984550,26.8,0.95,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (4.65%) | Gelişmiş TOBO formasyonu | ATR STOP: 6.23, TP: 7.17 | 1H:%8.41 | 1A:%29.96 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",10,7.01,2,1,1,1,0,-64.89,-0.0,57197322.0,5,-12.11,2915549662.5,121480560.29,True,0.02,0.0,False,0.0,3.0,1.0,False,0.21,0.49,1875149274.2,AKD nötr/negatif,0.15,155.48,24.0,0.01,23.0,10.89,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
HOROZ,2025-12-16,66.95,50,4,0,0,63.75,62.06,1.36,0.18,1,72.75,25.83,1639292.0,54.61,60.61,66.61,19.79,1,52.37,10.73,0,0,1,0,0,0,ImpulseUp,4,Düşüş Başlangıcı,2025-10-22 00:00,68.85,ImpulseUp,2,Düşüş Başlangıcı,2025-11-28 04:00,59.95,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-11 11:45,111,-,0,AL,50,2025-12-04 08:30,78.0,-,0,AL,50,2025-12-09 04:00,17.0,-,0,AL,50,2025-07-11 00:00,110.0,0,1,0,0,0,63.57,70.33,9.31,11.12,55036970,0.0,1.65,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.37%) | Gelişmiş Cup & Handle | ATR STOP: 63.57, TP: 70.33 | 1H:%9.31 | 1A:%11.12 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",9,5.05,2,1,1,0,0,-52.37,-10.73,1639292.0,0,-12.57,-14874225.79,86157688.71,False,-0.02,-0.01,False,0.0,0.0,0.0,False,0.08,0.2,1457377374.7,AKD nötr/negatif,0.75,-1.02,-0.17,-0.02,11.0,-1.57,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
DMSAS,2025-12-16,12.22,50,4,0,0,11.71,11.05,0.62,0.49,1,91.41,85.22,1227340.0,9.52,10.9,12.28,25.33,1,84.59,0.0,100,0,1,0,0,0,ImpulseUp,4,Düşüş Başlangıcı,2025-08-26 00:00,8.25,ImpulseUp,5,Başlangıç,2025-12-05 12:00,10.7,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 07:00,229,-,0,AL,50,2025-09-15 10:30,577.0,-,0,AL,50,2025-09-15 08:00,195.0,-,0,AL,50,2025-08-22 00:00,82.0,0,1,0,0,0,11.84,12.6,6.82,21.11,22841375,0.0,1.81,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (2.1%) | Gelişmiş Cup & Handle | ATR STOP: 11.84, TP: 12.6 | 1H:%6.82 | 1A:%21.11 | Confirmed BUY (alphaTrend teyidi)",10,3.11,2,0,1,0,0,-84.59,-0.0,1227340.0,0,-38.68,561120125.62,25872368.0,True,0.04,0.0,False,0.0,3.0,1.0,False,0.01,0.05,1285436525.1,AKD nötr/negatif,0.99,43.65,21.69,0.03,16.0,-22.68,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
ARMGD,2025-12-16,65.6,50,4,0,0,59.07,48.6,5.98,3.12,1,92.22,51.35,8667835.0,29.91,46.21,62.51,70.55,1,118.96,0.0,100,0,1,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-09-02 00:00,35.42,ImpulseUp,3,Başlangıç,2025-11-28 04:00,39.62,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 07:00,229,-,0,AL,50,2025-11-17 14:30,189.0,-,0,AL,50,2025-10-10 04:00,139.0,-,0,AL,50,2025-09-17 00:00,63.0,0,1,0,0,0,60.94,70.26,25.55,75.59,197982492,29.285713,3.02,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (4.73%) | Gelişmiş Cup & Handle | ATR STOP: 60.94, TP: 70.26 | 1H:%25.55 | 1A:%75.59 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",10,7.1,2,1,1,0,0,-118.96,-0.0,8667835.0,0,-71.86,389256695.97,261388675.43,True,0.01,0.01,False,0.0,3.0,1.0,False,0.19,0.63,2930874044.8,AKD nötr/negatif,3.55,13.28,1.49,0.01,20.0,-51.86,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
IMASM,2025-12-16,5.47,50,4,0,0,4.94,4.95,0.14,0.01,1,62.91,28.88,96196162.0,4.13,4.85,5.58,29.97,1,143.11,6.97,0,0,1,0,1,0,ImpulseUp,5,Orta,2025-12-04 00:00,4.18,ImpulseUp,5,Orta,2025-12-15 04:00,5.2,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 07:00,229,-,0,AL,50,2025-12-08 14:30,54.0,-,0,AL,50,2025-12-09 04:00,17.0,-,0,-,0,,,0,0,0,0,0,4.94,6.0,8.96,3.21,312971066,0.0,1.63,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.43%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 4.94, TP: 6.0 | 1H:%8.96 | 1A:%3.21",9,9.69,2,0,1,0,0,-143.11,-6.97,96196162.0,0,-100.61,941562508.62,309586999.43,True,0.0,0.04,False,0.0,3.0,1.0,False,0.15,0.35,3402271696.11,AKD nötr/negatif,4.19,27.67,3.04,0.01,34.0,-66.61,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
OZRDN,2025-12-16,15.93,50,4,0,0,14.36,13.85,1.08,0.82,1,69.28,33.64,-554446.0,10.28,13.44,16.6,46.99,1,118.22,1.73,100,0,1,0,0,0,ImpulseUp,5,Başlangıç,2025-11-07 00:00,10.18,ImpulseUp,3,Başlangıç,2025-12-10 12:00,14.65,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 07:30,62,-,0,AL,50,2025-11-24 10:30,148.0,-,0,AL,50,2025-10-08 08:00,144.0,-,0,AL,50,2025-07-25 00:00,102.0,0,0,0,0,0,14.29,17.57,8.44,43.77,13142407,14.44243,3.61,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %1.73) | ATR Oranı düşük (6.87%) | Gelişmiş Cup & Handle | ATR STOP: 14.29, TP: 17.57 | 1H:%8.44 | 1A:%43.77",9,10.3,2,0,1,0,0,-118.22,-1.73,-554446.0,0,-78.16,-230646509.48,18634308.29,False,0.03,0.01,False,0.0,-3.0,-1.0,False,0.01,0.07,687899391.48,AKD nötr/negatif,-1.73,-33.53,-12.38,0.02,-2.0,-80.16,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
BIGEN,2025-12-16,9.63,100,3,0,0,9.36,9.55,-0.24,-0.36,1,48.12,19.4,13934942.0,8.84,9.45,10.07,12.94,0,6.17,47.09,0,100,0,0,0,0,ImpulseDown,4,Yükseliş Başlangıcı,2025-12-05 00:00,9.03,ImpulseUp,2,Düşüş Başlangıcı,2025-12-02 04:00,9.36,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 13:00,172,-,0,AL,50,2025-12-12 14:30,18.0,-,0,SAT,-50,2025-11-07 08:00,82.0,-,0,SAT,-50,2025-09-01 00:00,75.0,0,0,0,0,0,9.16,10.1,2.34,-5.03,68584867,8.675675,1.41,"ATR Oranı düşük (3.26%) | ATR STOP: 9.16, TP: 10.1 | 1H:%2.34 | 1A:%-5.03 | Volume Delta pozitif",3,4.88,1,1,0,0,0,-6.17,-47.09,13934942.0,0,3.77,738626674.2,53793128.57,True,-0.01,-0.0,False,0.0,3.0,1.0,False,0.12,0.23,1112096966.13,AKD nötr/negatif,1.37,66.42,13.73,-0.01,16.0,19.77,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
JANTS,2025-12-16,19.71,0,0,0,0,19.71,19.64,-0.1,-0.26,1,49.43,20.6,-1575681.0,18.9,19.44,19.98,5.52,0,5.29,31.32,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-27 00:00,21.88,ImpulseUp,3,Orta,2025-12-04 12:00,19.11,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,AL,50,2025-12-10 07:30,43.0,-,0,SAT,-50,2025-12-16 08:00,1.0,-,0,SAT,-50,2025-10-06 00:00,51.0,0,0,0,0,0,18.9,20.52,1.6,1.03,57575336,0.0,2.17,"ATR Oranı düşük (2.74%) | ATR STOP: 18.9, TP: 20.52 | 1H:%1.6 | 1A:%1.03",2,4.11,0,0,0,0,0,-5.29,-31.32,-1575681.0,0,-0.31,368370867.33,56219541.14,True,-0.02,0.01,False,0.0,3.0,1.0,False,0.01,0.08,2359859240.43,AKD nötr/negatif,-1.84,15.61,6.55,-0.01,16.0,15.69,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
ALVES,2025-12-16,24.6,0,0,0,0,24.92,24.96,-0.7,-0.88,1,42.59,20.08,-2384641.0,22.97,24.73,26.48,14.22,0,4.15,39.5,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-21 00:00,29.66,ImpulseDown,3,Orta,2025-12-04 12:00,25.76,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 07:00,64,-,0,AL,50,2025-12-15 06:30,17.0,-,0,SAT,-50,2025-09-26 12:00,167.0,-,0,SAT,-50,2025-10-02 00:00,52.0,0,0,0,0,0,23.51,25.69,2.41,-6.68,135228091,0.0,1.53,"ATR Oranı düşük (2.97%) | ATR STOP: 23.51, TP: 25.69 | 1H:%2.41 | 1A:%-6.68",2,4.43,0,0,0,0,0,-4.15,-39.5,-2384641.0,0,-1.43,2219885474.89,68202529.29,True,0.01,0.02,False,0.0,3.0,1.0,False,0.03,0.1,2120575325.4,AKD nötr/negatif,-0.65,104.68,32.55,0.01,14.0,12.57,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
RUBNS,2025-12-16,19.78,0,0,0,0,19.69,19.63,-0.02,-0.13,1,52.09,14.34,-467126.0,19.03,19.49,19.96,4.79,0,8.98,37.01,0,100,1,0,0,0,ImpulseDown,3,Orta,2025-11-04 00:00,21.3,ImpulseUp,2,Düşüş Başlangıcı,2025-12-10 04:00,19.76,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 14:30,34,-,0,AL,50,2025-12-01 10:30,103.0,-,0,AL,50,2025-12-16 04:00,2.0,-,0,SAT,-50,2025-10-02 00:00,53.0,0,0,0,0,0,19.1,20.46,1.64,2.28,9700322,0.0,0.44,"ATR Oranı düşük (2.29%) | Gelişmiş Cup & Handle | ATR STOP: 19.1, TP: 20.46 | 1H:%1.64 | 1A:%2.28",3,3.44,0,0,1,0,0,-8.98,-37.01,-467126.0,0,0.2,210270396.22,11421314.57,True,0.0,-0.03,False,0.0,3.0,1.0,False,0.01,0.06,690551190.86,AKD nötr/negatif,-1.3,30.45,18.41,-0.0,11.0,11.2,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
SASA,2025-12-16,2.88,-100,0,3,0,2.98,2.93,-0.04,-0.05,1,42.56,7.15,-477541543.0,2.81,2.95,3.08,9.3,0,3.6,45.14,0,100,1,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-23 00:00,3.3,ImpulseDown,5,Orta,2025-12-15 04:00,2.93,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 07:45,28,-,0,SAT,-50,2025-12-03 10:30,85.0,-,0,SAT,-50,2025-09-29 08:00,165.0,-,0,SAT,-50,2025-10-03 00:00,52.0,0,0,0,0,0,2.76,3.0,0.0,-0.69,1713847924,13.714287,0.91,"ATR Oranı düşük (2.86%) | Gelişmiş Cup & Handle | ATR STOP: 2.76, TP: 3.0 | 1H:%0.0 | 1A:%-0.69",3,4.17,0,0,1,0,0,-3.6,-45.14,-477541543.0,0,-0.61,13712255815.52,2494118755.86,True,-0.02,-0.0,False,0.0,3.0,1.0,False,0.03,0.14,39735624038.4,AKD nötr/negatif,-1.37,34.51,5.5,-0.01,11.0,10.39,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
FORMT,2025-12-16,3.5,-100,0,3,0,3.64,3.59,-0.08,-0.1,1,42.43,18.65,-20697170.0,3.36,3.55,3.75,11.07,0,6.38,55.64,0,100,0,0,1,0,ImpulseDown,2,Başlangıç,2025-09-29 00:00,3.74,ImpulseDown,4,Yükseliş Başlangıcı,2025-12-11 04:00,3.48,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 07:30,62,-,0,SAT,-50,2025-12-08 11:30,57.0,-,0,SAT,-50,2025-11-13 12:00,69.0,-,0,SAT,-50,2025-11-14 00:00,22.0,0,0,0,0,0,3.28,3.72,0.57,-4.63,165328137,0.0,1.99,"ATR Oranı düşük (4.1%) | Gelişmiş TOBO formasyonu | ATR STOP: 3.28, TP: 3.72 | 1H:%0.57 | 1A:%-4.63",3,6.29,0,0,1,0,0,-6.38,-55.64,-20697170.0,0,-4.76,2634615780.38,132686315.14,True,0.01,0.02,False,0.0,3.0,1.0,False,0.02,0.07,3476093915.0,AKD nötr/negatif,-0.28,75.79,19.86,0.01,14.0,9.24,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
BOBET,2025-12-16,19.12,100,3,0,0,19.15,19.0,-0.03,-0.08,1,52.71,9.89,2756293.0,18.63,18.91,19.2,3.03,0,7.81,33.42,0,100,0,0,0,0,ImpulseUp,3,Yükseliş Başlangıcı,2025-11-14 00:00,18.52,ImpulseDown,4,Başlangıç,2025-12-11 12:00,18.94,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 12:15,10,-,0,AL,50,2025-12-08 10:30,58.0,-,0,SAT,-50,2025-11-07 12:00,81.0,-,0,SAT,-50,2025-08-14 00:00,88.0,0,0,0,0,0,18.65,19.59,0.74,1.11,38077993,0.0,1.08,"ATR Oranı düşük (1.65%) | ATR STOP: 18.65, TP: 19.59 | 1H:%0.74 | 1A:%1.11",3,2.46,1,0,0,0,0,-7.81,-33.42,2756293.0,0,3.9,-36757697.32,64742618.57,False,0.05,-0.02,True,0.0,-2.0,-1.0,False,0.02,0.07,2179348382.72,AKD pozitif (1g norm),0.16,-1.69,-0.57,0.03,3.0,6.9,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
DGNMO,2025-12-16,5.44,-100,0,3,0,5.5,5.54,-0.15,-0.16,1,40.24,21.53,2272064.0,5.22,5.54,5.86,11.5,0,2.64,46.93,0,100,1,0,0,0,ImpulseDown,5,Düşüş Başlangıcı,2025-11-03 00:00,6.49,ImpulseDown,3,Başlangıç,2025-12-10 04:00,5.46,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 07:15,63,-,0,SAT,-50,2025-11-11 07:30,232.0,-,0,SAT,-50,2025-09-08 04:00,211.0,-,0,SAT,-50,2025-09-30 00:00,55.0,0,0,0,0,0,5.21,5.67,2.64,-5.88,8558213,0.0,0.83,"ATR Oranı düşük (2.81%) | Gelişmiş Cup & Handle | ATR STOP: 5.21, TP: 5.67 | 1H:%2.64 | 1A:%-5.88",4,4.23,0,0,1,0,0,-2.64,-46.93,2272064.0,0,10.23,-197050980.29,18363699.43,False,-0.02,-0.0,False,0.0,-3.0,-1.0,False,0.01,0.05,952732109.76,AKD nötr/negatif,0.37,-20.68,-10.73,-0.01,-12.0,-1.77,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
BANVT,2025-12-16,162.8,-100,0,3,0,165.46,166.28,-3.46,-3.97,1,40.49,16.59,-353498.0,159.12,165.86,172.6,8.12,0,1.24,49.01,0,100,1,0,0,0,ImpulseDown,5,Düşüş Başlangıcı,2025-12-15 00:00,176.5,ImpulseUp,2,Başlangıç,2025-12-04 08:00,167.6,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 14:15,2,-,0,SAT,-50,2025-12-16 09:30,5.0,-,0,SAT,-50,2025-09-02 12:00,221.0,-,0,-,0,,,0,0,0,0,0,155.48,170.12,1.24,-5.9,40959906,0.0,1.63,"ATR Oranı düşük (3.0%) | Gelişmiş Cup & Handle | ATR STOP: 155.48, TP: 170.12 | 1H:%1.24 | 1A:%-5.9",3,4.5,0,0,1,0,0,-1.24,-49.01,-353498.0,0,5.7,-220688168.91,89694840.71,False,-0.02,0.0,False,0.0,-3.0,-1.0,False,0.04,0.39,1349996045.2,AKD nötr/negatif,-3.1,-16.35,-2.46,-0.01,-14.0,-8.3,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)",KURAL_DIP_STRICT,1,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
EGGUB,2025-12-16,100.3,100,3,0,0,99.73,98.76,-0.86,-1.6,1,52.74,15.28,655791.0,94.27,97.77,101.27,7.16,0,93.04,24.07,0,100,0,0,0,0,ImpulseDown,3,Orta,2025-11-06 00:00,115.0,ImpulseUp,5,Orta,2025-12-16 08:00,97.85,down,2025-12-16 00:00,up,2025-12-16 12:00,AL,50,-,0,-,0,-,0,AL,50,2025-12-16 12:15,10,-,0,AL,50,2025-12-10 07:30,43.0,-,0,SAT,-50,2025-10-03 08:00,153.0,-,0,SAT,-50,2025-11-21 00:00,17.0,0,0,0,0,0,95.21,105.39,2.98,-1.28,46789965,22.43848,1.26,"ATR Oranı düşük (3.38%) | ATR STOP: 95.21, TP: 105.39 | 1H:%2.98 | 1A:%-1.28",3,5.07,1,0,0,0,0,-93.04,-24.07,655791.0,0,-80.3,-153874487.44,36490254.14,False,0.06,0.02,True,2.0,-3.0,0.0,False,0.01,0.03,4560602785.7,AKD pozitif (1g norm),1.52,-3.37,-4.22,0.05,10.0,-70.3,KURAL2_EMA_Puan,"EMA5_137 Sinyal_Numeric desc, FinalSkorPlus(desc, ops), PUANLAMA_V4 desc",KURAL2_EMA_Puan,1,"EMA5_137 Sinyal_Numeric desc, FinalSkorPlus(desc, ops), PUANLAMA_V4 desc"
EYGYO,2025-12-16,3.92,0,0,0,0,3.96,3.95,-0.17,-0.21,1,45.45,28.21,13506227.0,3.16,3.99,4.83,41.72,0,97.98,22.99,0,100,1,0,0,0,ImpulseDown,2,Başlangıç,2025-10-20 00:00,4.25,ImpulseUp,3,Başlangıç,2025-12-08 08:00,3.73,down,2025-12-16 00:00,up,2025-12-16 12:00,AL,50,-,0,-,0,-,0,AL,50,2025-12-15 14:30,34,-,0,AL,50,2025-12-16 07:30,7.0,-,0,SAT,-50,2025-11-25 08:00,46.0,-,0,-,0,,,0,0,0,0,0,3.62,4.22,6.52,-14.04,55544491,0.0,1.29,"ATR Oranı düşük (5.09%) | Gelişmiş Cup & Handle | ATR STOP: 3.62, TP: 4.22 | 1H:%6.52 | 1A:%-14.04",6,7.65,0,0,1,0,0,-97.98,-22.99,13506227.0,0,-71.24,-116370718.04,31226926.14,False,-0.06,-0.02,False,-2.0,-3.0,-2.0,False,0.05,0.14,973786443.28,AKD nötr/negatif,0.26,-11.95,-3.73,-0.05,-13.0,-84.24,KURAL2_EMA_Puan,"EMA5_137 Sinyal_Numeric desc, FinalSkorPlus(desc, ops), PUANLAMA_V4 desc",KURAL2_EMA_Puan,1,"EMA5_137 Sinyal_Numeric desc, FinalSkorPlus(desc, ops), PUANLAMA_V4 desc"
GEREL,2025-12-16,20.72,100,3,0,0,19.79,19.61,0.07,0.16,0,58.04,18.24,12083947.0,18.28,19.95,21.62,16.77,1,162.28,20.67,0,100,0,0,0,0,ImpulseDown,2,Orta,2025-09-29 00:00,19.53,ImpulseUp,4,Orta,2025-12-02 08:00,22.84,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 08:00,60,-,0,AL,50,2025-12-16 10:30,4.0,-,0,AL,50,2025-12-16 04:00,2.0,AL,50,AL,50,2025-12-16 00:00,0.0,1,0,0,0,0,19.17,22.27,7.41,13.16,159624371,0.0,2.77,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.0%) | ATR STOP: 19.17, TP: 22.27 | 1H:%7.41 | 1A:%13.16 | Volume Delta pozitif",5,7.48,1,1,0,0,0,-162.28,-20.67,12083947.0,0,-139.19,250157766.13,108140880.86,True,0.04,0.01,False,0.0,3.0,1.0,False,0.06,0.12,4032561748.32,AKD nötr/negatif,7.41,6.2,2.31,0.03,24.0,-115.19,KURAL3_Dip_EMA,"Dipten Uzaklık desc, EMA5_137 Sinyal_Numeric desc, FinalSkorPlus(desc, ops)",KURAL3_Dip_EMA,1,"Dipten Uzaklık desc, EMA5_137 Sinyal_Numeric desc, FinalSkorPlus(desc, ops)"
